"neighborhood","dow","source","request_type","responsible_agency","request_details","count"
"South of Market","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"South of Market","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",32
"South of Market","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",28
"South of Market","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"South of Market","Mon","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"South of Market","Tues","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"South of Market","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"South of Market","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",19
"South of Market","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",69
"South of Market","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",35
"South of Market","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"South of Market","Tues","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"South of Market","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",52
"South of Market","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"South of Market","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"South of Market","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",28
"South of Market","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",17
"South of Market","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"South of Market","Wed","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"South of Market","Wed","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"South of Market","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",22
"South of Market","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",78
"South of Market","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",38
"South of Market","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",33
"South of Market","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",54
"South of Market","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"South of Market","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",20
"South of Market","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",21
"South of Market","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",17
"South of Market","Wed","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"South of Market","Thurs","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"South of Market","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",4
"South of Market","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"South of Market","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",71
"South of Market","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",38
"South of Market","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",33
"South of Market","Thurs","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"South of Market","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",64
"South of Market","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"South of Market","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",22
"South of Market","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",36
"South of Market","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",25
"South of Market","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"South of Market","Thurs","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"South of Market","Fri","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"South of Market","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",12
"South of Market","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",45
"South of Market","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",30
"South of Market","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",35
"South of Market","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",55
"South of Market","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"South of Market","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",16
"South of Market","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"South of Market","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",20
"South of Market","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"South of Market","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Human_waste_or_urine",1
"South of Market","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"South of Market","Fri","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"South of Market","Sat","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"South of Market","Sat","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"South of Market","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"South of Market","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",37
"South of Market","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",15
"South of Market","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"South of Market","Sat","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"South of Market","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",58
"South of Market","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"South of Market","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",9
"South of Market","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",17
"South of Market","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"Visitacion Valley","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Visitacion Valley","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",2
"Visitacion Valley","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"Visitacion Valley","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Visitacion Valley","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"Visitacion Valley","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"Visitacion Valley","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Visitacion Valley","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"Visitacion Valley","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"Visitacion Valley","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Visitacion Valley","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Visitacion Valley","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"Visitacion Valley","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"Visitacion Valley","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Visitacion Valley","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Visitacion Valley","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"Visitacion Valley","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"Visitacion Valley","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Visitacion Valley","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Visitacion Valley","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"Visitacion Valley","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Visitacion Valley","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Visitacion Valley","Wed","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Visitacion Valley","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Visitacion Valley","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"Visitacion Valley","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"Visitacion Valley","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"Visitacion Valley","Thurs","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Visitacion Valley","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"Visitacion Valley","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"Visitacion Valley","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"Visitacion Valley","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"Visitacion Valley","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"Visitacion Valley","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Visitacion Valley","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Visitacion Valley","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Visitacion Valley","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"Visitacion Valley","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"Visitacion Valley","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"Visitacion Valley","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"Visitacion Valley","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"Visitacion Valley","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"Visitacion Valley","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"Visitacion Valley","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"Visitacion Valley","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"Visitacion Valley","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"Western Addition","Sun","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Western Addition","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Western Addition","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",30
"Western Addition","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",16
"Western Addition","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"Western Addition","Sun","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Western Addition","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",33
"Western Addition","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",23
"Western Addition","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",21
"Western Addition","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"Western Addition","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",33
"Western Addition","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Furniture",1
"Western Addition","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Western Addition","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",26
"Western Addition","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",19
"Western Addition","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Western Addition","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"Western Addition","Mon","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"Western Addition","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",18
"Western Addition","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",48
"Western Addition","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",29
"Western Addition","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"Western Addition","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",38
"Western Addition","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Western Addition","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",23
"Western Addition","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",26
"Western Addition","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Western Addition","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"Western Addition","Tues","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Western Addition","Tues","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"Western Addition","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",21
"Western Addition","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",38
"Western Addition","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",31
"Western Addition","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",8
"Western Addition","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",35
"Western Addition","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"Western Addition","Wed","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Western Addition","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",27
"Western Addition","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",28
"Western Addition","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"Western Addition","Wed","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"Western Addition","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",20
"Western Addition","Wed","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Western Addition","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",45
"Western Addition","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",37
"Western Addition","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"Western Addition","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",23
"Western Addition","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"Western Addition","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"Western Addition","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",21
"Western Addition","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Western Addition","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"Western Addition","Thurs","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"Western Addition","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",20
"Western Addition","Thurs","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"Western Addition","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",45
"Western Addition","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",58
"Western Addition","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"Western Addition","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",27
"Western Addition","Fri","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"Western Addition","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",17
"Western Addition","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"Western Addition","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"Western Addition","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"Western Addition","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",14
"Western Addition","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",2
"Western Addition","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",30
"Western Addition","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",33
"Western Addition","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",11
"Western Addition","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",35
"Western Addition","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"Western Addition","Fri","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"Western Addition","Sat","Integrated Agency","Illegal_Dumping","Recology_Abandoned","Furniture",1
"Western Addition","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",16
"Western Addition","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",17
"Western Addition","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"Western Addition","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"Western Addition","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",19
"Western Addition","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",31
"Western Addition","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",15
"Western Addition","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"Western Addition","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",34
"Western Addition","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
