"date","SP500"
975628800,-0.101391866598605
978307200,-0.0204021628443986
980985600,-0.0925630479647547
983404800,-0.225713675612914
986083200,-0.139745116804252
988675200,-0.115993242291989
991353600,-0.158270314863193
993945600,-0.153477352306004
996624000,-0.253083653998208
999302400,-0.275368775713361
1001894400,-0.258584021267665
1004572800,-0.133465150766189
1007164800,-0.130426879146848
1009843200,-0.172626847534059
1012521600,-0.107432617707308
1014940800,-0.011151999862108
1017619200,-0.138091655595217
1020211200,-0.150244461785925
1022889600,-0.191574511181169
1025481600,-0.247360121529354
1028160000,-0.191878826373083
1030838400,-0.216784829096778
1033430400,-0.164203891373681
1036108800,-0.178278994251613
1038700800,-0.233659675283952
1041379200,-0.242877366837728
1044057600,-0.239968194591273
1046476800,-0.260774453324502
1049155200,-0.148571853062437
1051747200,-0.0970350656896003
1054425600,-0.0154775615768524
1057017600,0.0863188609288958
1059696000,0.100363509338806
1062374400,0.221629378863703
1064966400,0.186224259393064
1067644800,0.130181243391612
1070236800,0.263803959900889
1072915200,0.321876825990417
1075593600,0.361160316233728
1078099200,0.327795986700936
1080777600,0.207629891375474
1083369600,0.163025768220924
1086048000,0.170692662904053
1088640000,0.112500126223102
1091318400,0.0954653227646551
1093996800,0.119089932427684
1096588800,0.0756536056571271
1099267200,0.109261009261009
1101859200,0.0899345276638608
1104537600,0.0443273540618672
1107216000,0.051234125805719
1109635200,0.0482858436703633
1112313600,0.0447484873114783
1114905600,0.0631937752079095
1117584000,0.0442568633638372
1120176000,0.120230185528083
1122854400,0.105131130913569
1125532800,0.102487035475246
1128124800,0.0679614227570342
1130803200,0.0644562198633523
1133395200,0.0300102316984618
1136073600,0.0836472609987555
1138752000,0.0640245928880028
1141171200,0.0967990580980695
1143849600,0.132912650732593
1146441600,0.0659588753671843
1149120000,0.0662033189796278
1151712000,0.0344196146429208
1154390400,0.0684159202838577
1157068800,0.0871086661078604
1159660800,0.141614402531876
1162339200,0.12097032365464
1164931200,0.136194313821308
1167609600,0.123554777826386
1170288000,0.0985117049021598
1172707200,0.0972993427911681
1175385600,0.131053478914399
1177977600,0.20512719571054
1180656000,0.183553771059676
1183248000,0.139904124825717
1185926400,0.130516482336519
1188604800,0.14290526630984
1191196800,0.124417608894437
1193875200,0.0574812762828156
1196467200,0.0352957766339985
1199145600,-0.0415021136945155
1201824000,-0.0541576036735331
1204329600,-0.0690849204003209
1207008000,-0.0652873439154866
1209600000,-0.0850897022121753
1212278400,-0.148568197691822
1214870400,-0.129110062050341
1217548800,-0.129688803858914
1220227200,-0.236050433928279
1222819200,-0.374749899959984
1225497600,-0.394898524109807
1228089600,-0.384857936745757
1230768000,-0.400906749845853
1233446400,-0.447562432832568
1235865600,-0.396786875330763
1238544000,-0.370080615477883
1241136000,-0.343649580828061
1243814400,-0.28178125
1246406400,-0.22084931117739
1249084800,-0.204399647654015
1251763200,-0.0936931993552591
1254355200,0.0696154838709677
1257033600,0.222473890922074
1259625600,0.234541931912538
1262304000,0.300273647503269
1264982400,0.502523500523745
1267401600,0.465689899357038
1270080000,0.359620077680137
1272672000,0.185249254738125
1275350400,0.121165644171779
1277942400,0.115566897557419
1280620800,0.0281299602202583
1283299200,0.0795777046202748
1285891200,0.141933429197348
1288569600,0.0775079178189715
1291161600,0.127827100708457
1293840000,0.197649622393772
1296518400,0.201658684098543
1298937600,0.133740369239715
1301616000,0.149086956155356
1304208000,0.234796816625513
1306886400,0.281291536901747
1309478400,0.173093681917211
1312156800,0.16158882334442
1314835200,-0.00856992639327026
1317427200,0.0591924006558153
1320105600,0.0562534411926645
1322697600,-3.18056041476167e-05
1325376000,0.0204413274033528
1328054400,0.0289778635041666
1330560000,0.0623307663878476
1333238400,0.0251538196405132
1335830400,-0.0259217960154625
1338508800,0.0314393021565302
1341100800,0.0673538242486149
1343779200,0.153984362821912
1346457600,0.273329090876951
1349049600,0.126753371100295
1351728000,0.135706037082184
1354320000,0.134056933842239
1356998400,0.141495416828582
1359676800,0.109103157401441
1362096000,0.114109636697977
1364774400,0.142827506777976
1367366400,0.244526188059496
1370044800,0.179215363833911
1372636800,0.222145694980135
1375315200,0.160950674686118
1377993600,0.167199983341084
1380585600,0.243867550419216
1383264000,0.275127455549436
1385856000,0.296012452758749
1388534400,0.189892598006822
1391212800,0.227619035043706
1393632000,0.193188842651304
1396310400,0.179259750746446
1398902400,0.171112501073132
